"","show","period","date","value"
"554","Beauty and the Beast","week",2001-11-19,734241
"555","Beauty and the Beast","week",2001-11-26,526463
"556","Beauty and the Beast","week",2001-12-03,604351
"557","Beauty and the Beast","week",2001-12-10,569823
"558","Beauty and the Beast","week",2001-12-17,618409
"559","Beauty and the Beast","week",2001-12-24,928858
"560","Beauty and the Beast","week",2001-12-31,620153
"561","Beauty and the Beast","week",2002-01-07,521274
"562","Beauty and the Beast","week",2002-01-14,587162
"563","Beauty and the Beast","week",2002-01-21,533705
"564","Beauty and the Beast","week",2002-01-28,426017
"565","Beauty and the Beast","week",2002-02-04,504179
"566","Beauty and the Beast","week",2002-02-11,683119
"567","Beauty and the Beast","week",2002-02-18,639711
"568","Beauty and the Beast","week",2002-02-25,534124
"569","Beauty and the Beast","week",2002-03-04,595099
"570","Beauty and the Beast","week",2002-03-11,609967
"571","Beauty and the Beast","week",2002-03-18,674362
"572","Beauty and the Beast","week",2002-03-25,795492
"573","Beauty and the Beast","week",2002-04-01,721514
"574","Beauty and the Beast","week",2002-04-08,570749
"575","Beauty and the Beast","week",2002-04-15,625675
"576","Beauty and the Beast","week",2002-04-22,584387
"577","Beauty and the Beast","week",2002-04-29,503277
"578","Beauty and the Beast","week",2002-05-06,545412
"579","Beauty and the Beast","week",2002-05-13,564393
"580","Beauty and the Beast","week",2002-05-20,621073
"581","Beauty and the Beast","week",2002-05-27,494821
"582","Beauty and the Beast","week",2002-06-03,546438
"583","Beauty and the Beast","week",2002-06-10,574809
"584","Beauty and the Beast","week",2002-06-17,624773
"585","Beauty and the Beast","week",2002-06-24,639603
"586","Beauty and the Beast","week",2002-07-01,610668
"587","Beauty and the Beast","week",2002-07-08,597581
"588","Beauty and the Beast","week",2002-07-15,622799
"589","Beauty and the Beast","week",2002-07-22,661504
"590","Beauty and the Beast","week",2002-07-29,652048
"591","Beauty and the Beast","week",2002-08-05,678760
"592","Beauty and the Beast","week",2002-08-12,645785
"593","Beauty and the Beast","week",2002-08-19,587201
"594","Beauty and the Beast","week",2002-08-26,590979
"595","Beauty and the Beast","week",2002-09-02,297640
"596","Beauty and the Beast","week",2002-09-09,336605
"597","Beauty and the Beast","week",2002-09-16,408987
"598","Beauty and the Beast","week",2002-09-23,450962
"599","Beauty and the Beast","week",2002-09-30,481024
"600","Beauty and the Beast","week",2002-10-07,576067
"601","Beauty and the Beast","week",2002-10-14,600436
"602","Beauty and the Beast","week",2002-10-21,565798
"603","Beauty and the Beast","week",2002-10-28,542476
"604","Beauty and the Beast","week",2002-11-04,627662
"605","Beauty and the Beast","week",2002-11-11,531135
"606","Beauty and the Beast","week",2002-11-18,565004
"607","Beauty and the Beast","week",2002-11-25,848868
"608","Beauty and the Beast","week",2002-12-02,676568
"609","Beauty and the Beast","week",2002-12-09,643275
"610","Beauty and the Beast","week",2002-12-16,680913
"611","Beauty and the Beast","week",2002-12-23,922492
"612","Beauty and the Beast","week",2002-12-30,785259
"613","Beauty and the Beast","week",2003-01-06,544947
"614","Beauty and the Beast","week",2003-01-13,569769
"615","Beauty and the Beast","week",2003-01-20,450052
"616","Beauty and the Beast","week",2003-01-27,429081
"617","Beauty and the Beast","week",2003-02-03,482306
"618","Beauty and the Beast","week",2003-02-10,668346
"619","Beauty and the Beast","week",2003-02-17,602699
"620","Beauty and the Beast","week",2003-02-24,463791
"621","Beauty and the Beast","week",2003-03-03,131717
"622","Beauty and the Beast","week",2003-03-10,550280
"623","Beauty and the Beast","week",2003-03-17,532865
"624","Beauty and the Beast","week",2003-03-24,460881
"625","Beauty and the Beast","week",2003-03-31,467991
"626","Beauty and the Beast","week",2003-04-07,471193
"627","Beauty and the Beast","week",2003-04-14,637532
"628","Beauty and the Beast","week",2003-04-21,660946
"629","Beauty and the Beast","week",2003-04-28,456855
"630","Beauty and the Beast","week",2003-05-05,430638
"631","Beauty and the Beast","week",2003-05-12,495510
"632","Beauty and the Beast","week",2003-05-19,593278
"633","Beauty and the Beast","week",2003-05-26,390149
"634","Beauty and the Beast","week",2003-06-02,482917
"635","Beauty and the Beast","week",2003-06-09,492313
"636","Beauty and the Beast","week",2003-06-16,614257
"637","Beauty and the Beast","week",2003-06-23,647949
"638","Beauty and the Beast","week",2003-06-30,602501
"639","Beauty and the Beast","week",2003-07-07,537559
"640","Beauty and the Beast","week",2003-07-14,618716
"641","Beauty and the Beast","week",2003-07-21,677221
"642","Beauty and the Beast","week",2003-07-28,675415
"643","Beauty and the Beast","week",2003-08-04,728057
"644","Beauty and the Beast","week",2003-08-11,591750
"645","Beauty and the Beast","week",2003-08-18,593309
"646","Beauty and the Beast","week",2003-08-25,576856
"647","Beauty and the Beast","week",2003-09-01,293113
"648","Beauty and the Beast","week",2003-09-08,375441
"649","Beauty and the Beast","week",2003-09-15,404695
"650","Beauty and the Beast","week",2003-09-22,458410
"651","Beauty and the Beast","week",2003-09-29,510390
"652","Beauty and the Beast","week",2003-10-06,598505
"653","Beauty and the Beast","week",2003-10-13,625699
"654","Beauty and the Beast","week",2003-10-20,609595
"655","Beauty and the Beast","week",2003-10-27,573413
"656","Beauty and the Beast","week",2003-11-03,556653
"657","Beauty and the Beast","week",2003-11-10,465636
"658","Beauty and the Beast","week",2003-11-17,475421
"659","Beauty and the Beast","week",2003-11-24,848356
"660","Beauty and the Beast","week",2003-12-01,578759
"661","Beauty and the Beast","week",2003-12-08,587904
"662","Beauty and the Beast","week",2003-12-15,636495
"663","Beauty and the Beast","week",2003-12-22,807907
"664","Beauty and the Beast","week",2003-12-29,986950
"665","Beauty and the Beast","week",2004-01-05,469654
"666","Beauty and the Beast","week",2004-01-12,424416
"667","Beauty and the Beast","week",2004-01-19,398226
"668","Beauty and the Beast","week",2004-01-26,320531
"669","Beauty and the Beast","week",2004-02-02,399927
"670","Beauty and the Beast","week",2004-02-09,612174
"671","Beauty and the Beast","week",2004-02-16,607252
"672","Beauty and the Beast","week",2004-02-23,485884
"673","Beauty and the Beast","week",2004-03-01,491338
"674","Beauty and the Beast","week",2004-03-08,621052
"675","Beauty and the Beast","week",2004-03-15,668960
"676","Beauty and the Beast","week",2004-03-22,670004
"677","Beauty and the Beast","week",2004-03-29,665032
"678","Beauty and the Beast","week",2004-04-05,802538
"679","Beauty and the Beast","week",2004-04-12,743141
"680","Beauty and the Beast","week",2004-04-19,637967
"681","Beauty and the Beast","week",2004-04-26,535800
"682","Beauty and the Beast","week",2004-05-03,507966
"683","Beauty and the Beast","week",2004-05-10,485874
"684","Beauty and the Beast","week",2004-05-17,547269
"685","Beauty and the Beast","week",2004-05-24,539936
"686","Beauty and the Beast","week",2004-05-31,556380
"687","Beauty and the Beast","week",2004-06-07,602884
"688","Beauty and the Beast","week",2004-06-14,646028
"689","Beauty and the Beast","week",2004-06-21,692852
"690","Beauty and the Beast","week",2004-06-28,630183
"691","Beauty and the Beast","week",2004-07-05,668103
"692","Beauty and the Beast","week",2004-07-12,689508
"693","Beauty and the Beast","week",2004-07-19,721960
"694","Beauty and the Beast","week",2004-07-26,751644
"695","Beauty and the Beast","week",2004-08-02,736639
"696","Beauty and the Beast","week",2004-08-09,660849
"697","Beauty and the Beast","week",2004-08-16,604232
"698","Beauty and the Beast","week",2004-08-23,532946
"699","Beauty and the Beast","week",2004-08-30,448809
"700","Beauty and the Beast","week",2004-09-06,364017
"701","Beauty and the Beast","week",2004-09-13,534095
"702","Beauty and the Beast","week",2004-09-20,473316
"703","Beauty and the Beast","week",2004-09-27,485842
"704","Beauty and the Beast","week",2004-10-04,598576
"705","Beauty and the Beast","week",2004-10-11,594474
"706","Beauty and the Beast","week",2004-10-18,582964
"707","Beauty and the Beast","week",2004-10-25,481953
"708","Beauty and the Beast","week",2004-11-01,525364
"709","Beauty and the Beast","week",2004-11-08,551369
"710","Beauty and the Beast","week",2004-11-15,539078
"711","Beauty and the Beast","week",2004-11-22,910981
"712","Beauty and the Beast","week",2004-11-29,643967
"713","Beauty and the Beast","week",2004-12-06,690206
"714","Beauty and the Beast","week",2004-12-13,688367
"715","Beauty and the Beast","week",2004-12-20,753856
"716","Beauty and the Beast","week",2004-12-27,1044028
"717","Beauty and the Beast","week",2005-01-03,651563
"718","Beauty and the Beast","week",2005-01-10,595698
"719","Beauty and the Beast","week",2005-01-17,423937
"720","Beauty and the Beast","week",2005-01-24,465463
"721","Beauty and the Beast","week",2005-01-31,452382
"722","Beauty and the Beast","week",2005-02-07,583330
"723","Beauty and the Beast","week",2005-02-14,711776
"724","Beauty and the Beast","week",2005-02-21,674753
"725","Beauty and the Beast","week",2005-02-28,540875
"726","Beauty and the Beast","week",2005-03-07,632674
"727","Beauty and the Beast","week",2005-03-14,760824
"728","Beauty and the Beast","week",2005-03-21,889016
"729","Beauty and the Beast","week",2005-03-28,839307
"730","Beauty and the Beast","week",2005-04-04,603916
"731","Beauty and the Beast","week",2005-04-11,617644
"732","Beauty and the Beast","week",2005-04-18,681874
"733","Beauty and the Beast","week",2005-04-25,662539
"734","Beauty and the Beast","week",2005-05-02,590416
"735","Beauty and the Beast","week",2005-05-09,545195
"736","Beauty and the Beast","week",2005-05-16,609693
"737","Beauty and the Beast","week",2005-05-23,633991
"738","Beauty and the Beast","week",2005-05-30,643722
"739","Beauty and the Beast","week",2005-06-06,654655
"740","Beauty and the Beast","week",2005-06-13,679541
"741","Beauty and the Beast","week",2005-06-20,717387
"742","Beauty and the Beast","week",2005-06-27,661340
"743","Beauty and the Beast","week",2005-07-04,657265
"744","Beauty and the Beast","week",2005-07-11,689838
"745","Beauty and the Beast","week",2005-07-18,716364
"746","Beauty and the Beast","week",2005-07-25,728684
"747","Beauty and the Beast","week",2005-08-01,700085
"748","Beauty and the Beast","week",2005-08-08,700151
"749","Beauty and the Beast","week",2005-08-15,649113
"750","Beauty and the Beast","week",2005-08-22,586124
"751","Beauty and the Beast","week",2005-08-29,533495
"752","Beauty and the Beast","week",2005-09-05,339102
"753","Beauty and the Beast","week",2005-09-12,418726
"754","Beauty and the Beast","week",2005-09-19,465266
"755","Beauty and the Beast","week",2005-09-26,480925
"756","Beauty and the Beast","week",2005-10-03,603526
"757","Beauty and the Beast","week",2005-10-10,635266
"758","Beauty and the Beast","week",2005-10-17,643427
"759","Beauty and the Beast","week",2005-10-24,575122
"760","Beauty and the Beast","week",2005-10-31,396841
"761","Beauty and the Beast","week",2005-11-07,581202
"762","Beauty and the Beast","week",2005-11-14,493385
"763","Beauty and the Beast","week",2005-11-21,839636
"764","Beauty and the Beast","week",2005-11-28,562162
"765","Beauty and the Beast","week",2005-12-05,619499
"766","Beauty and the Beast","week",2005-12-12,594980
"767","Beauty and the Beast","week",2005-12-19,484033
"768","Beauty and the Beast","week",2005-12-26,1229825
"769","Beauty and the Beast","week",2006-01-02,678466
"770","Beauty and the Beast","week",2006-01-09,584286
"771","Beauty and the Beast","week",2006-01-16,488179
"772","Beauty and the Beast","week",2006-01-23,490735
"773","Beauty and the Beast","week",2006-01-30,447701
"774","Beauty and the Beast","week",2006-02-06,506227
"775","Beauty and the Beast","week",2006-02-13,700618
"776","Beauty and the Beast","week",2006-02-20,626921
"777","Beauty and the Beast","week",2006-02-27,565492
"778","Beauty and the Beast","week",2006-03-06,618598
"779","Beauty and the Beast","week",2006-03-13,740428
"780","Beauty and the Beast","week",2006-03-20,682384
"781","Beauty and the Beast","week",2006-03-27,626454
"782","Beauty and the Beast","week",2006-04-03,686402
"783","Beauty and the Beast","week",2006-04-10,886047
"784","Beauty and the Beast","week",2006-04-17,811129
"785","Beauty and the Beast","week",2006-04-24,563738
"786","Beauty and the Beast","week",2006-05-01,540468
"787","Beauty and the Beast","week",2006-05-08,588071
"788","Beauty and the Beast","week",2006-05-15,605454
"789","Beauty and the Beast","week",2006-05-22,682433
"790","Beauty and the Beast","week",2006-05-29,629013
"791","Beauty and the Beast","week",2006-06-05,763236
"792","Beauty and the Beast","week",2006-06-12,677062
"793","Beauty and the Beast","week",2006-06-19,718544
"794","Beauty and the Beast","week",2006-06-26,708879
"795","Beauty and the Beast","week",2006-07-03,682530
"796","Beauty and the Beast","week",2006-07-10,730501
"797","Beauty and the Beast","week",2006-07-17,734284
"798","Beauty and the Beast","week",2006-07-24,757039
"799","Beauty and the Beast","week",2006-07-31,706804
"800","Beauty and the Beast","week",2006-08-07,659705
"801","Beauty and the Beast","week",2006-08-14,633108
"802","Beauty and the Beast","week",2006-08-21,615205
"803","Beauty and the Beast","week",2006-08-28,655300
"804","Beauty and the Beast","week",2006-09-04,428808
"805","Beauty and the Beast","week",2006-09-11,503625
"806","Beauty and the Beast","week",2006-09-18,507690
"807","Beauty and the Beast","week",2006-09-25,538751
"808","Beauty and the Beast","week",2006-10-02,664391
"809","Beauty and the Beast","week",2006-10-09,674248
"810","Beauty and the Beast","week",2006-10-16,658651
"811","Beauty and the Beast","week",2006-10-23,573499
"812","Beauty and the Beast","week",2006-10-30,548336
"813","Beauty and the Beast","week",2006-11-06,668163
"814","Beauty and the Beast","week",2006-11-13,613678
"815","Beauty and the Beast","week",2006-11-20,874387
"816","Beauty and the Beast","week",2006-11-27,623866
"817","Beauty and the Beast","week",2006-12-04,708621
"818","Beauty and the Beast","week",2006-12-11,662002
"819","Beauty and the Beast","week",2006-12-18,768230
"820","Beauty and the Beast","week",2006-12-25,1302074
"821","Beauty and the Beast","week",2007-01-01,741075
"822","Beauty and the Beast","week",2007-01-08,590259
"823","Beauty and the Beast","week",2007-01-15,468724
"824","Beauty and the Beast","week",2007-01-22,493968
"825","Beauty and the Beast","week",2007-01-29,475223
"826","Beauty and the Beast","week",2007-02-05,515332
"827","Beauty and the Beast","week",2007-02-12,688072
"828","Beauty and the Beast","week",2007-02-19,724794
"829","Beauty and the Beast","week",2007-02-26,565974
